1000, 1000
838, 803, 767
838, 801, 765
840, 803, 767
836, 804, 768
842, 802, 766
840, 804, 768
839, 802, 766
834, 803, 767
829, 809, 773
833, 810, 774
832, 804, 768
832, 803, 767
834, 809, 773
829, 809, 773
834, 806, 770
833, 801, 765
835, 802, 766
832, 810, 774
836, 801, 765
830, 812, 776
830, 810, 774
830, 812, 776
829, 808, 772
828, 809, 773
827, 809, 773
826, 811, 775
822, 810, 774
822, 810, 774
825, 810, 774
825, 812, 776
827, 811, 775
821, 812, 776
821, 811, 775
822, 809, 773
822, 809, 773
820, 810, 774
817, 813, 777
820, 808, 772
820, 810, 774
817, 813, 777
819, 811, 775
820, 809, 773
821, 810, 774
820, 810, 774
818, 811, 775
818, 809, 773
817, 810, 774
818, 810, 774
818, 811, 775
818, 811, 775
818, 811, 775
817, 815, 779
818, 812, 776
817, 812, 776
817, 811, 775
817, 810, 774
817, 811, 775
818, 811, 775
816, 818, 782
818, 815, 779
818, 811, 775
817, 811, 775
816, 812, 776
818, 809, 773
817, 811, 775
817, 811, 775
817, 812, 776
817, 811, 775
818, 810, 774
817, 811, 775
818, 812, 776
815, 815, 779
821, 810, 774
818, 814, 778
820, 809, 773
820, 810, 774
816, 814, 778
818, 811, 775
818, 810, 774
820, 813, 777
819, 810, 774
814, 816, 780
818, 811, 775
817, 814, 778
819, 810, 774
817, 812, 776
818, 810, 774
816, 812, 776
816, 814, 778
818, 811, 775
816, 815, 779
817, 810, 774
818, 812, 776
819, 811, 775
816, 814, 778
818, 811, 775
819, 810, 774
816, 814, 778
817, 812, 776
816, 815, 779
817, 811, 775
820, 810, 774
822, 811, 775
820, 813, 777
821, 810, 774
820, 811, 775
819, 810, 774
819, 810, 774
816, 814, 778
819, 810, 774
817, 814, 778
818, 810, 774
817, 810, 774
818, 810, 774
818, 811, 775
817, 813, 777
817, 812, 776
816, 813, 777
819, 810, 774
820, 810, 774
815, 814, 778
817, 811, 775
816, 814, 778
819, 811, 775
817, 809, 773
816, 811, 775
816, 810, 774
819, 810, 774
818, 811, 775
817, 812, 776
818, 809, 773
817, 813, 777
818, 811, 775
819, 810, 774
817, 811, 775
818, 811, 775
817, 813, 777
817, 812, 776
819, 812, 776
819, 810, 774
818, 814, 778
817, 815, 779
819, 809, 773
818, 812, 776
819, 811, 775
818, 812, 776
819, 810, 774
818, 810, 774
818, 810, 774
818, 811, 775
816, 816, 780
818, 812, 776
818, 810, 774
817, 813, 777
817, 811, 775
819, 811, 775
816, 813, 777
816, 815, 779
819, 812, 776
818, 812, 776
818, 811, 775
819, 813, 777
817, 811, 775
820, 809, 773
818, 813, 777
819, 810, 774
818, 811, 775
819, 811, 775
819, 809, 773
819, 813, 777
818, 812, 776
819, 810, 774
818, 812, 776
819, 812, 776
817, 814, 778
820, 809, 773
818, 812, 776
816, 813, 777
819, 810, 774
818, 811, 775
820, 809, 773
821, 810, 774
819, 809, 773
817, 811, 775
819, 810, 774
821, 810, 774
820, 810, 774
818, 810, 774
818, 810, 774
820, 811, 775
820, 811, 775
818, 813, 777
819, 810, 774
819, 811, 775
818, 812, 776
819, 815, 779
817, 815, 779
819, 809, 773
819, 812, 776
816, 815, 779
819, 811, 775
820, 810, 774
818, 810, 774
816, 814, 778
818, 811, 775
818, 812, 776
819, 816, 780
820, 810, 774
818, 811, 775
817, 810, 774
819, 811, 775
818, 812, 776
819, 811, 775
818, 815, 779
817, 813, 777
820, 812, 776
819, 811, 775
818, 813, 777
818, 810, 774
819, 811, 775
820, 810, 774
818, 812, 776
818, 812, 776
821, 810, 774
818, 809, 773
819, 810, 774
819, 810, 774
817, 814, 778
819, 811, 775
819, 810, 774
817, 813, 777
820, 812, 776
817, 814, 778
818, 810, 774
819, 811, 775
819, 809, 773
819, 811, 775
818, 813, 777
819, 811, 775
818, 812, 776
820, 810, 774
813, 822, 786
817, 815, 779
820, 809, 773
821, 809, 773
818, 810, 774
822, 808, 772
818, 811, 775
817, 814, 778
819, 812, 776
819, 809, 773
818, 813, 777
816, 815, 779
818, 810, 774
818, 811, 775
816, 815, 779
818, 810, 774
818, 812, 776
819, 810, 774
817, 812, 776
819, 812, 776
818, 811, 775
818, 813, 777
816, 811, 775
815, 814, 778
817, 811, 775
816, 815, 779
816, 812, 776
818, 812, 776
815, 813, 777
815, 813, 777
820, 807, 771
817, 811, 775
818, 810, 774
815, 813, 777
817, 811, 775
818, 809, 773
817, 811, 775
820, 810, 774
819, 810, 774
817, 811, 775
820, 810, 774
817, 810, 774
820, 809, 773
815, 814, 778
816, 816, 780
818, 812, 776
815, 814, 778
815, 812, 776
821, 809, 773
817, 811, 775
818, 811, 775
814, 815, 779
817, 811, 775
816, 814, 778
820, 810, 774
817, 812, 776
818, 810, 774
753, 840, 798
779, 808, 772
731, 170, 158
953, 95, 83
953, 93, 81
953, 93, 81
954, 90, 78
955, 93, 81
955, 90, 78
956, 92, 80
955, 91, 79
955, 88, 76
956, 95, 83
955, 92, 80
955, 92, 80
956, 100, 88
955, 89, 77
